,day_name,day,month,year,first_price,last_second_price,last_third_price
465,Friday,16,เมษายน,2542,625094,35,"[[067, 394, 432, 859]]"
466,Friday,16,ตุลาคม,2541,261080,74,"[[461, 695, 755, 935]]"
467,Friday,16,มกราคม,2541,947175,34,"[[185, 425, 792, 833]]"
468,Friday,1,สิงหาคม,2540,054272,31,"[[145, 414, 440, 797]]"
469,Friday,16,unknown,2540,088067,52,"[[510, 620, 769, 896]]"
470,Friday,2,unknown,2540,388437,38,"[[025, 056, 656, 728]]"
471,Friday,1,พฤศจิกายน,2539,512694,24,"[[255, 290, 432, 964]]"
472,Friday,16,สิงหาคม,2539,352768,19,"[[389, 609, 875, 932]]"
473,Friday,1,มีนาคม,2539,304855,72,"[[443, 664, 760, 945]]"
474,Friday,16,unknown,2539,681455,49,"[[428, 664, 779, 977]]"
475,Friday,1,ธันวาคม,2538,714426,74,"[[073, 387, 427, 516]]"
476,Friday,1,กันยายน,2538,620837,83,"[[255, 644, 672, 693]]"
477,Friday,16,มิถุนายน,2538,046698,82,"[[393, 507, 672, 785]]"
478,Saturday,30,ธันวาคม,2560,911234,98,"[[373, 495, 504, 953]]"
479,Saturday,16,ธันวาคม,2560,955596,89,"[[290, 616, 836, 938]]"
480,Saturday,16,กันยายน,2560,170143,71,"[[172, 340, 388, 647]]"
481,Saturday,1,กรกฎาคม,2560,112360,26,"[[005, 226, 489, 688]]"
482,Saturday,1,เมษายน,2560,392785,80,"[[020, 057, 500, 709]]"
483,Saturday,1,ตุลาคม,2559,887102,33,"[[017, 194, 280, 458]]"
484,Saturday,16,กรกฎาคม,2559,449764,55,"[[158, 552, 734, 925]]"
485,Saturday,16,เมษายน,2559,221609,87,"[[008, 228, 507, 523]]"
486,Saturday,1,สิงหาคม,2558,518677,53,"[[333, 598, 648, 889]]"
487,Saturday,16,unknown,2558,011421,38,"[[484, 799, 851, 928]]"
488,Saturday,2,unknown,2558,543466,30,"[[163, 195, 366, 818]]"
489,Saturday,1,พฤศจิกายน,2557,206608,44,"[[203, 607, 855, 979]]"
490,Saturday,16,สิงหาคม,2557,662842,91,"[[187, 633, 639, 912]]"
491,Saturday,1,มีนาคม,2557,906318,35,"[[116, 537, 753, 798]]"
492,Saturday,1,unknown,2557,180149,95,"[[406, 492, 888, 976]]"
493,Saturday,16,พฤศจิกายน,2556,806925,28,"[[069, 304, 672, 753]]"
494,Saturday,1,มิถุนายน,2556,935489,90,"[[480, 713, 716, 768]]"
495,Saturday,16,มีนาคม,2556,968433,52,"[[175, 529, 860, 959]]"
496,Saturday,16,unknown,2556,368257,09,"[[109, 386, 657, 708]]"
497,Saturday,1,ธันวาคม,2555,110443,43,"[[303, 434, 489, 553]]"
498,Saturday,1,กันยายน,2555,329997,07,"[[148, 598, 639, 736]]"
499,Saturday,16,มิถุนายน,2555,159373,51,"[[238, 479, 547, 790]]"
500,Saturday,1,ตุลาคม,2554,511052,15,"[[104, 189, 499, 957]]"
501,Saturday,16,กรกฎาคม,2554,116556,12,"[[052, 227, 534, 609]]"
502,Saturday,16,เมษายน,2554,825988,44,"[[213, 263, 397, 593]]"
503,Saturday,16,ตุลาคม,2553,621377,42,"[[310, 385, 518, 872]]"
504,Saturday,16,มกราคม,2553,073577,67,"[[413, 459, 646, 781]]"
505,Saturday,1,สิงหาคม,2552,154986,92,"[[239, 374, 421, 688]]"
506,Saturday,16,unknown,2552,111411,54,"[[362, 368, 838, 892]]"
507,Saturday,2,unknown,2552,294452,11,"[[222, 301, 549, 947]]"
508,Saturday,1,พฤศจิกายน,2551,272028,76,"[[285, 333, 421, 929]]"
509,Saturday,16,สิงหาคม,2551,380377,36,"[[161, 445, 457, 744]]"
510,Saturday,1,มีนาคม,2551,936685,05,"[[056, 085, 371, 691]]"
511,Saturday,16,unknown,2551,137054,80,"[[344, 512, 630, 892]]"
512,Saturday,1,ธันวาคม,2550,113410,18,"[[418, 485, 627, 659]]"
513,Saturday,1,กันยายน,2550,331810,69,"[[293, 505, 518, 520]]"
514,Saturday,16,มิถุนายน,2550,393194,41,"[[424, 589, 907, 989]]"
515,Saturday,30,ธันวาคม,2549,778584,07,"[[164, 403, 811, 971]]"
516,Saturday,16,ธันวาคม,2549,147977,45,"[[197, 439, 647, 694]]"
517,Saturday,16,กันยายน,2549,217948,41,"[[121, 290, 864, 916]]"
518,Saturday,1,กรกฎาคม,2549,952890,65,"[[017, 126, 183, 839]]"
519,Saturday,1,เมษายน,2549,738365,95,"[[064, 301, 522, 955]]"
520,Saturday,1,ตุลาคม,2548,766482,24,"[[275, 551, 766, 792]]"
521,Saturday,16,กรกฎาคม,2548,477452,13,"[[150, 460, 642, 757]]"
522,Saturday,16,เมษายน,2548,119327,10,"[[081, 346, 627, 968]]"
523,Saturday,16,ตุลาคม,2547,355858,62,"[[162, 200, 438, 890]]"
524,Saturday,1,พฤศจิกายน,2546,941438,47,"[[156, 216, 264, 866]]"
525,Saturday,16,สิงหาคม,2546,354771,00,"[[206, 271, 496, 624]]"
526,Saturday,1,มีนาคม,2546,441022,42,"[[026, 322, 628, 707]]"
527,Saturday,1,unknown,2546,456370,94,"[[229, 429, 661, 806]]"
528,Saturday,16,พฤศจิกายน,2545,915344,55,"[[191, 789, 843, 906]]"
529,Saturday,1,มิถุนายน,2545,161149,02,"[[328, 485, 643, 879]]"
530,Saturday,16,มีนาคม,2545,659152,04,"[[066, 370, 707, 943]]"
531,Saturday,16,unknown,2545,330853,92,"[[088, 167, 769, 820]]"
532,Saturday,1,ธันวาคม,2544,737033,49,"[[461, 713, 773, 925]]"
533,Saturday,1,กันยายน,2544,119067,14,"[[145, 218, 294, 532]]"
534,Saturday,16,มิถุนายน,2544,762394,75,"[[395, 550, 606, 922]]"
535,Saturday,30,ธันวาคม,2543,119451,31,"[[357, 600, 763, 985]]"
536,Saturday,16,ธันวาคม,2543,969676,91,"[[267, 313, 555, 605]]"
537,Saturday,16,กันยายน,2543,046251,05,"[[230, 806, 860, 933]]"
538,Saturday,1,กรกฎาคม,2543,674071,29,"[[190, 689, 761, 946]]"
539,Saturday,1,เมษายน,2543,963948,99,"[[018, 477, 511, 535]]"
540,Saturday,16,ตุลาคม,2542,410227,28,"[[304, 467, 468, 750]]"
541,Saturday,16,มกราคม,2542,190611,13,"[[186, 543, 854, 976]]"
542,Saturday,1,สิงหาคม,2541,748493,22,"[[001, 015, 771, 862]]"
543,Saturday,16,unknown,2541,840043,63,"[[258, 950, 981, 984]]"
544,Saturday,2,unknown,2541,663807,72,"[[143, 202, 325, 946]]"
545,Saturday,1,พฤศจิกายน,2540,974210,39,"[[064, 283, 830, 877]]"
546,Saturday,16,สิงหาคม,2540,156967,30,"[[235, 569, 596, 957]]"
547,Saturday,1,มีนาคม,2540,976779,98,"[[148, 364, 414, 791]]"
548,Saturday,1,unknown,2540,750792,57,"[[079, 402, 703, 771]]"
549,Saturday,16,พฤศจิกายน,2539,951083,21,"[[168, 349, 577, 580]]"
550,Saturday,1,มิถุนายน,2539,869656,81,"[[126, 422, 534, 961]]"
551,Saturday,16,มีนาคม,2539,019128,27,"[[523, 673, 798, 949]]"
552,Saturday,30,ธันวาคม,2538,327686,04,"[[145, 456, 748, 928]]"
553,Saturday,16,ธันวาคม,2538,952808,68,"[[064, 540, 639, 732]]"
554,Saturday,16,กันยายน,2538,876454,51,"[[297, 558, 582, 802]]"
555,Saturday,1,กรกฎาคม,2538,939901,19,"[[379, 423, 667, 940]]"
556,Saturday,1,เมษายน,2538,427039,06,"[[254, 674, 926, 978]]"
